trial,reward,bucket_0,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,df,df_decay,df_min,er,er_decay,er_min,lr,lr_decay,lr_min
4578,-18.93753474189254,4,2,5,5,4,5,4,6,0.9448725465134555,0.9227965305581888,0.9383506537854266,0.3572908046787372,0.9534676756850691,0.014013485685381757,0.3082064736265283,0.9673736948474849,0.07935126281683014
4579,-14.209864861810212,4,2,5,5,4,6,4,6,0.9442430358044807,0.9219327630825386,0.937113448135541,0.3562324221408119,0.951046203504422,0.010653219129014502,0.31579504632657246,0.967729454010881,0.07869435441126232
4580,-30.74940651702435,4,2,5,5,4,5,4,6,0.9445852048979055,0.920676339159864,0.9404920290767278,0.34521625935330663,0.9513117834695013,0.01168101536714912,0.30914869271063217,0.9661309176839572,0.07933202986880873
4581,-41.56619475747533,4,2,5,5,3,6,4,6,0.9482944811619864,0.9242007705877657,0.9352580814656353,0.35758996762685213,0.9549533270392802,0.010443173967861515,0.2992348566076607,0.9641620421099137,0.08030774231897113
4582,-41.18346417372801,4,2,5,5,4,3,4,6,0.9456646841119183,0.9205561343086694,0.9384244147955842,0.34238111735764093,0.9521885120138219,0.01328493079495157,0.31234233546598383,0.9648085990188567,0.08180676057229558
4583,-35.54862202523718,4,2,3,5,4,5,4,6,0.9479414157925015,0.9220937528843668,0.940101052545616,0.36210569749319327,0.9540168443463137,0.01035461773477933,0.3086399880662416,0.9644129822573446,0.08206512795440642
4584,-25.15125649370798,4,2,5,5,4,5,4,6,0.9491417389104813,0.9236633506556701,0.9410625125947896,0.32943776961476406,0.9541608612142016,0.008955196172497754,0.313712368438301,0.9681582400276801,0.07737601983524171
4585,-93.32322152957329,4,2,5,6,4,6,4,6,0.9449867190805108,0.9191387887156617,0.9370656524419073,0.3496266869945991,0.9573495382269291,0.01171088288456391,0.30974664445793443,0.9680992327632508,0.07716795098686581
4586,-42.13763097141566,4,2,5,5,4,5,4,6,0.9415928212203736,0.9246094036895431,0.9347053597468239,0.33597283260908817,0.9556001764746488,0.010405086236435376,0.3237861470182789,0.9634554716141116,0.08064829508529395
4587,-40.81916794643432,4,2,5,5,4,6,4,6,0.9457413275036994,0.9219555959003238,0.9414769139912962,0.33626173577706797,0.9546369172292538,0.009035242576948559,0.3029365022128068,0.9649959903735398,0.07911369959186955
4588,-49.776605747471045,4,2,5,5,4,6,4,6,0.9487734792619061,0.9205109392909986,0.8933398119879673,0.351064455861788,0.9547065584362333,0.009025730639895072,0.323107192248493,0.963953554351122,0.0814238934201425
4589,-23.436934241533383,4,2,5,5,4,4,4,6,0.942386792899523,0.9244516391843057,0.9383043632962775,0.3606525385770044,0.9528489239048779,0.008990058671416485,0.3180566419215478,0.9673588973476498,0.07827356943601577
4590,-36.817513087976074,4,2,5,5,4,5,4,6,0.9461790888473111,0.9284027495117874,0.940958219810442,0.35712345035705756,0.9502388856932313,0.012608587430687625,0.31924895924882946,0.9656512226629727,0.08272351694556887
4591,-34.12287094052689,4,2,5,5,4,6,4,6,0.9438248771644115,0.923427611022494,0.9381067376024824,0.34567511612357477,0.9558976189238596,0.008191989053784422,0.31826639030763176,0.9638809279982307,0.08074170959788683
4592,-32.11188190304851,4,2,5,5,4,5,4,6,0.9474046361448686,0.9257805094340094,0.9358276937053797,0.35532238898384527,0.9542379359429786,0.008157630044198599,0.3089580910668895,0.9694954479994476,0.0781767078382573
4593,-16.873693983193437,4,2,5,5,4,5,4,6,0.9444182873706654,0.9199919360630697,0.9334081169981149,0.36045711460721924,0.956010598530586,0.010897651906359995,0.30957750642067344,0.96609826567445,0.08131437623620202
4594,-35.80823915609757,4,2,5,5,4,6,4,6,0.946673712175384,0.9219767778577619,0.9409001102475916,0.33914594059973563,0.9556866381916519,0.008309508165149906,0.3261242881102461,0.9633117563865171,0.077277989803554
4595,-19.216806526629732,4,2,5,5,4,6,4,6,0.9429366188075068,0.9234926338905095,0.9394845932606446,0.34733636058608547,0.9526162683782343,0.010903077268372457,0.317920773698434,0.9633714932659058,0.0795554046998158
4596,-154.80344801967573,4,2,5,4,4,3,4,6,0.9457324619327201,0.9204255059263763,0.936691901940945,0.34806286312140156,0.9554993176001999,0.008131131827609814,0.30293451936815197,0.9659586974810859,0.08267718115415178
4597,-103.38899678616583,4,2,6,5,5,5,4,6,0.9470100175581538,0.9214833657555305,0.9411422300817256,0.36709038878972033,0.9559840759237206,0.013169878324798278,0.3237631700381819,0.9640671366969358,0.0787316004492309
4598,-31.834013613985015,4,2,5,5,4,4,4,6,0.9474927508161728,0.9251751043873931,0.9385976748503922,0.3611293210471821,0.9509703274071953,0.009677455722640208,0.3227077596531472,0.9682805763265667,0.08276419955810446
4599,-33.643558552421055,4,2,5,5,4,6,4,6,0.9471863668227974,0.9258942358136603,0.9416903749569256,0.35505673307669594,0.9564028336385557,0.007978264811281255,0.3040625073447853,0.9629936499548392,0.08246169011670329
4600,-32.44292545748756,4,6,5,5,4,5,4,6,0.9420928637630899,0.921770870269211,0.9366158671292988,0.35355566855169707,0.9570016186415348,0.013390341293317502,0.3206206301167013,0.9650872015522277,0.07680104147410474
4601,-29.9546919090787,4,2,5,5,3,6,4,6,0.9402064645043196,0.9234478680279313,0.8828459755646917,0.36181048461900817,0.9517177277203983,0.010505408537602998,0.3125038821069918,0.9625670158927145,0.07989278410563723
4602,-32.4741147131413,3,2,2,5,4,5,4,6,0.9422229075867038,0.9190094781691025,0.9417305902357063,0.34105154710922364,0.9547237571241385,0.007694915014834882,0.3318391954359466,0.9674507785006016,0.07908543910650453
4603,-34.23910452377369,4,2,5,5,4,6,4,6,0.9457364096672901,0.919653615148634,0.9396275458064337,0.3619420827343739,0.9540435736373482,0.008307812851239514,0.32694795985662456,0.9627015616215621,0.08071709081167384
4604,-30.394909405450328,4,2,5,5,4,6,4,6,0.9924585028365367,0.924275774180187,0.9342987775080193,0.3533292042293884,0.9564907646546439,0.007931392348433663,0.31931784941835817,0.965305271071678,0.07632002057311482
4605,-40.7196797750103,4,5,5,5,4,4,4,6,0.9391605620311857,0.9206723614417934,0.9374461981505517,0.3528962493359045,0.9526394993135503,0.011288392548502568,0.30049067021287956,0.9700511401158124,0.08311904869611911
4606,-156.88798897190105,4,2,5,2,4,5,4,6,0.9232797231489542,0.9254672843890193,0.9395839990347555,0.355123891254765,0.9570522476713248,0.014336689265594334,0.338456938721785,0.9624655040463848,0.08417861363601425
4607,-21.28701274248883,4,2,5,5,4,6,4,6,0.9454606892395104,0.9268943533829155,0.9420314578870573,0.33277322716518387,0.9579160766845055,0.007551678491525469,0.31427444168193247,0.966263045069929,0.08222369959645691
4608,-43.26579065984312,4,2,5,5,4,5,4,6,0.9191066250314358,0.9250484611805958,0.9419621659222731,0.36422331407044206,0.9503126351744833,0.009378596898981717,0.3321282027976704,0.9641642306971866,0.07747763324274416
4609,-32.56129329187729,4,2,5,5,4,3,4,6,0.9470221526750894,0.9223941388472018,0.9387540333978869,0.3372187060982383,0.9568099516439306,0.011551058144554986,0.3085929228781166,0.9674341603910407,0.08052964122717349
4610,-30.319479383734745,4,2,5,5,4,6,4,6,0.9162700959534127,0.9240330729715452,0.935834978672282,0.3394628841063475,0.9555669457617169,0.008486585956109398,0.31846938839311334,0.9629638122848223,0.07634787944853307
4611,-45.98248832019022,4,2,5,5,4,5,4,6,0.9213767226027957,0.9190179470062491,0.9406327384713441,0.3285578798161205,0.9556796335583556,0.007249963843289336,0.32631819972272946,0.9643639063976414,0.07771287733828913
4612,-31.03896631648599,4,2,5,5,4,6,4,6,0.9188843880683206,0.9228095181086782,0.8627138033022489,0.3685902066831678,0.9534725481718457,0.007784254653258323,0.3062279636413409,0.9615691253846409,0.07959777602254767
4613,-29.951139088974923,4,2,5,5,4,5,4,6,0.9273939142409344,0.9217405973848205,0.8967101180148417,0.3623023338902799,0.9577994222697811,0.009683853555368785,0.3326984090301451,0.9619547323324747,0.08149057228368527
4614,-25.756246079858833,4,2,5,5,4,6,4,6,0.914606136181345,0.9192730712217151,0.9377637315121171,0.3627575577016136,0.9546285524723782,0.007469807743432342,0.32637990801523287,0.9694916149902626,0.07539777644048583
4615,-32.68189779124525,4,2,5,5,4,5,4,6,0.9714956026732254,0.9262717941993294,0.9423381776838425,0.3454056660532067,0.9584123765414051,0.009960836288170696,0.3331535010394767,0.9663809837321635,0.08327163829022811
4616,-2.1980955818765486,4,2,5,5,4,4,4,6,0.92196320502851,0.9209216680365142,0.9337384638238319,0.3526662059557284,0.9575242194857726,0.012785814831837708,0.2961638688734926,0.9624976950667098,0.07936376475348732
4617,-23.575731794368217,4,2,5,5,4,6,4,6,0.9169618641237594,0.9195436810673845,0.9399272411682921,0.32600431179655964,0.9500625835777449,0.006967981128792701,0.315382785718254,0.9638685642220414,0.0780958004476392
4618,-35.46636475883175,4,2,5,5,4,5,4,6,0.9229564867737188,0.9231727376032384,0.9424149669804581,0.35457364683536186,0.9574978671329353,0.01003585417290154,0.3289538388309599,0.9662975281636502,0.08335261065954153
4619,-25.336137059778633,4,2,5,5,2,3,4,6,0.9109152886826737,0.9258707073921618,0.9375942286886523,0.34821039165326806,0.9535401585332882,0.007281283149234707,0.33782430162734123,0.9612909189025253,0.08051313958996725
4620,-30.7971497649713,4,2,5,5,4,5,4,6,0.9290186205661564,0.926620812980938,0.9193998166537672,0.36372348245544256,0.9526892322744868,0.007616078768346636,0.29543805028180176,0.9643915190104958,0.08385280901066235
4621,-11.189197955383284,4,2,5,5,4,6,4,6,0.9196769820651909,0.9234845496465504,0.8721593007868618,0.3333104830306081,0.9579051576270978,0.011293743551303052,0.31616300411188797,0.9723147498377769,0.07589213370202749
4622,-30.873733906072857,4,2,5,5,4,6,4,6,0.9475533988613399,0.9205092154930603,0.9398693140912515,0.3456936165901657,0.9559204257926605,0.007664857436599179,0.3394716523963359,0.9673557965034384,0.08138456165826628
4623,-12.733684818286116,4,2,5,5,4,5,4,6,0.9430200055015895,0.9197154095987031,0.9363150143492739,0.3652142535966504,0.9487779791152352,0.009376714032414246,0.32259261970183883,0.9618147216408752,0.08401435556025003
4624,-17.023091391124094,4,2,5,5,4,6,4,6,0.914630935434732,0.9219509930501557,0.9425841007110627,0.36646387976419936,0.9580326018948698,0.007236528675131686,0.32978647397864547,0.9649940990503677,0.0774339309260416
4625,-38.3345701699739,4,2,5,5,4,5,4,6,0.9250039866026128,0.9202751465960866,0.940602269920973,0.33077650117129487,0.9523186989419852,0.013498608566163885,0.30867690060548353,0.9685256860779439,0.07871323687180115
4626,-18.681407856913268,4,2,5,5,4,6,4,6,0.9191173546717137,0.9249170070839885,0.938906216167789,0.3441498757938324,0.9547716962269761,0.009315968320514439,0.32175358992915465,0.962096408532762,0.07529137910696115
4627,-17.262487636257905,4,2,5,5,4,5,4,6,0.9169016097216,0.9237797728225132,0.9421358392503043,0.3412066626880277,0.9569837380598987,0.012149630727864846,0.33231343314352724,0.970513559144131,0.08129702332596402
4628,-34.04823762038575,4,2,5,5,4,6,4,6,0.9210556499866072,0.9220610673095564,0.9332715806007592,0.36638402197209813,0.9582909261178096,0.024750886265992807,0.3404006212576642,0.964067803406419,0.07851527906558743
4629,-21.59669493452072,4,2,5,5,4,6,4,6,0.9830969256783763,0.9271046186726074,0.935120869167824,0.3613804526908713,0.9581362301552784,0.008266294390975242,0.301633830201089,0.961346526233076,0.08066893731062057
4630,-18.121664055627917,4,2,5,5,4,4,4,6,0.9236346503955284,0.9267363464784114,0.8808731425516431,0.3708245312807277,0.9560793122220167,0.00759514861716774,0.3460459074969182,0.9661176664758427,0.07545165807017992
4631,-18.796957640622843,4,2,5,5,4,5,4,6,0.9654514127936252,0.9201598519101587,0.9388936143414066,0.358647583133202,0.9546721541574472,0.00697087510581105,0.3152646291015562,0.9616642808981076,0.07713720771723576
4632,-112.03207922639417,4,2,5,6,4,6,4,6,0.9171914960731792,0.9188378459091111,0.9110176331995951,0.3503105326303104,0.9588425502337703,0.007087225546760915,0.3478697349750815,0.9633111279486478,0.08201593720646017
4633,-96.46080120603749,4,2,5,4,4,5,4,6,0.9779967694430274,0.9229283165368967,0.916299154018418,0.3276928363298111,0.9579532186220423,0.011121993491076738,0.30735505914815536,0.9691002120444855,0.0798195195003554
4634,-97.85477258475893,4,2,5,5,5,3,4,6,0.9134643241710394,0.9253273603872954,0.9430533209722436,0.3514583293001059,0.9496505659848055,0.009514235874390717,0.3269407090570527,0.960812442752768,0.07471546251067782
4635,-63.73059893134938,4,2,5,5,6,6,4,6,0.9203285822600379,0.9181760256390586,0.9369634052929492,0.37284237152317434,0.955680042269453,0.05350195708783629,0.34466653759738314,0.9646336755773738,0.08310561118856143
4636,-27.884071160688357,3,2,6,5,4,5,4,6,0.9184494254619895,0.9232344459411003,0.940326044811037,0.33735629105732434,0.958150590912756,0.006874690187497906,0.3372479390640363,0.9627209788637255,0.08359547103446067
4637,6.334026165645568,4,2,5,5,4,5,4,6,0.925619980603182,0.9272436956396762,0.9432724921595406,0.3687921817771058,0.9531472866198177,0.014184696241577914,0.28885808299946647,0.9612437794267388,0.0846023826331839
4638,-33.65702463072328,4,2,5,5,4,6,4,6,0.9241257465199335,0.9279322242266289,0.9406837005955068,0.358056353327567,0.9519461545009639,0.013502096932211907,0.28531051855341993,0.9604193045536287,0.08570865449323369
4639,-1.5145852940351003,4,2,4,5,4,6,4,6,0.9254322052044842,0.9289891013031546,0.9390450857923263,0.3676783784176434,0.951595214281863,0.017159136001702987,0.28807828939865476,0.9607341234033915,0.08596579835809774
4640,-21.683356647837257,4,2,5,5,4,5,4,6,0.92752764426206,0.9262163806169831,0.9414854952753942,0.3696042641379735,0.9509034014695243,0.013447835073424064,0.27945870339555534,0.9614789710648042,0.08443893800605844
4641,-20.897695725535236,4,2,5,5,4,4,4,6,0.929227559250242,0.928028625111869,0.9385934218689567,0.37253552486328395,0.9537192526128473,0.02018025133789985,0.3154032179993436,0.9666983618070972,0.08422348746207795
4642,-9.724648059514427,4,2,5,5,4,5,4,6,0.9262995132548019,0.9175127700183155,0.9401391865720482,0.3668940687157795,0.9508866010775701,0.01486196914342569,0.3030592953100668,0.9636229797315546,0.0847547125464855
4643,-33.16658674302372,4,2,5,5,4,6,4,6,0.9281452438339729,0.9298613900475043,0.941300210275569,0.36116489647620553,0.9524922857289799,0.018241700506468318,0.2795201264629408,0.9602919617047756,0.08470602326167727
4644,-27.653348609180988,4,2,5,5,4,5,4,6,0.9273523376801357,0.9254428210523548,0.9374189906700797,0.36546284346270325,0.9514229721090051,0.01946971602602079,0.2846180289194847,0.9601567018769084,0.0849814741294351
4645,-67.15796885512283,4,2,5,3,4,3,4,6,0.9274607173091914,0.9303258154153063,0.9412797901055285,0.37575159799785607,0.9532470457857947,0.017227020418858225,0.29093374455047366,0.9629627558536589,0.08326207332149828
4646,-39.60074156118837,4,2,5,5,4,6,4,6,0.9275009509576092,0.9270045541464145,0.9384353463909879,0.3748222619394996,0.9493961252519696,0.015120882516598128,0.28859935719455043,0.9658814690834483,0.08304178864850656
4647,-99.76954583150591,4,2,5,5,3,5,4,6,0.9300522239138652,0.9286953146975131,0.9359952025805114,0.3637252933220817,0.9511926629594633,0.012716544774592003,0.28835094514257414,0.9738608479667756,0.08558753316585646
4648,-27.24191048507841,4,2,5,5,4,6,4,6,0.9232682072103201,0.924484633891422,0.9423513291753635,0.37765461565883435,0.9525941142734164,0.014031277628661696,0.2820171133055538,0.968103745508454,0.08478262891342138
4649,-30.51717081567968,4,2,5,5,4,5,4,6,0.9282895789216874,0.9260816727121041,0.9393084819053908,0.3545256546824812,0.9518799678031735,0.015309161804193307,0.26326660553990455,0.9615392757265283,0.08489098622752676
4650,9.143714382312629,4,2,5,5,4,6,4,6,0.9292236406444476,0.9273630701340296,0.941379392095775,0.36315960311740475,0.9518009516495411,0.01533698627654343,0.2935997123681219,0.9712791484356165,0.08605975391777451
4651,-32.26754663956182,4,2,5,5,4,6,4,6,0.9292640186537814,0.9267610837685187,0.9413994231920243,0.37328804581570146,0.9530734015255783,0.021081179702648157,0.2869699135679967,0.9683852800196635,0.08579423193889782
4652,-25.329052467331586,4,2,5,5,4,6,4,6,0.9303802140329472,0.9266045802861975,0.9427155216252505,0.36876168927293246,0.9524917242377957,0.014857230257716767,0.2906248953148526,0.9681094298476589,0.08573829266956862
4653,-40.37170962141619,4,2,5,5,4,6,4,6,0.9233959678905892,0.926943785220907,0.9402900396098612,0.36934280721089474,0.952896787908888,0.015344799973794431,0.28312561557748245,0.9721069340780799,0.08751783100162706
4654,-3.121064801378467,4,2,5,5,4,6,4,6,0.9266598535505989,0.927623214728782,0.9408101440063706,0.35881578837039174,0.9538379727363319,0.018431758896985798,0.2954206265252107,0.9723614977562518,0.08538474086423256
4655,-24.20859699902963,4,2,5,5,4,6,4,6,0.9310976811298375,0.9291188286117203,0.9423135442007614,0.3732411454279769,0.9518068870570612,0.016692983326094753,0.29126037279890776,0.9777754850910986,0.08556314515170249
4656,-22.845857814720084,4,2,5,5,4,6,4,6,0.9307451654976805,0.9265904275278773,0.9404038988063912,0.36139871302753623,0.9547315881225258,0.010730159957031327,0.2740544116478695,0.977442487409246,0.08440367331715222
4657,-41.179063831620205,6,2,5,5,4,6,4,6,0.9286265748771196,0.9208530244683905,0.9425201496605187,0.3559760931936272,0.9498618688027187,0.017175399686353246,0.2902253895347888,0.9736631996774189,0.08435720284862352
4658,-45.63461740341252,4,2,5,5,4,6,4,6,0.9308540727448459,0.9265487260725584,0.9396536807812309,0.36828034478991395,0.9528677456803761,0.015105549608530387,0.2756228392157943,0.9724601285349297,0.08598918189703346
4659,-28.069889117012856,4,2,5,5,4,6,4,6,0.9294208099110938,0.922702554987016,0.939337242715503,0.35862693711992133,0.9514347857432339,0.018675715781005617,0.3353845622069664,0.9717330628348069,0.08709242730631585
4660,-45.35466486415556,4,2,2,5,2,6,4,6,0.9267580130002316,0.9249240749080859,0.942669438119474,0.372002710909885,0.952975548039816,0.02119367482402492,0.28910287087071335,0.9747323286682601,0.08575823959069682
4661,-46.01895830227675,4,2,5,5,4,6,4,6,0.9272281223654283,0.9257106244660878,0.9409359837798797,0.37005256731811814,0.9546750065613282,0.017645353574419986,0.2942837360704671,0.9697621423633728,0.08496086097479916
4662,-15.683351507924252,4,2,5,5,4,6,4,6,0.926969380467816,0.9276318747294791,0.9380437625315812,0.3577566583800741,0.9528404954125202,0.01681277613036434,0.2827654387923302,0.975021572064714,0.08434807699926661
4663,-25.52093858954052,4,2,5,5,4,6,4,6,0.9258475872495623,0.9239968241021028,0.9430704795438555,0.3815298725671597,0.9539031497048837,0.016377693664025167,0.29513259186081847,0.9764389438002462,0.08322959621471912
4664,-27.238092292112743,4,2,5,5,4,6,4,6,0.9288362234715076,0.9275107484096957,0.9403548329107141,0.37549766481606084,0.9534614570274722,0.021041679830783033,0.31207302947995597,0.968788827396853,0.08323436935231292
4665,-33.40590823168894,4,2,5,5,4,6,4,6,0.9267465417931081,0.9298471915256346,0.9381744550348154,0.3481638482934809,0.9514282268654443,0.015524213168499093,0.2905528653719424,0.9717239420072741,0.08681976687586446
4666,-8.80021454296276,4,2,5,5,4,6,4,6,0.9309109175151622,0.9279151642492344,0.9428352768846098,0.36040621225657127,0.9541071295797642,0.016626281663607544,0.29943660203794076,0.9727886861623536,0.08379047059160433
4667,-21.0857567067166,4,2,5,5,4,6,4,6,0.9286118360531833,0.9283280701324482,0.9410720897865623,0.34766258319091176,0.9501035366763861,0.01763405620282632,0.29389446927904217,0.9777180445026121,0.08619352171071015
4668,-46.23284707404359,4,2,5,5,4,6,4,6,0.9292883097632036,0.927902893571951,0.9378865787464686,0.360302829245177,0.9508783674924663,0.018408070836549315,0.2752878384938548,0.971658160125538,0.08501665677720695
4669,-24.0615993607904,4,2,5,5,4,6,4,6,0.9327404548990768,0.9277236730975976,0.9428086697620114,0.37313077484943447,0.953373112008238,0.01460188283763877,0.3005852571792359,0.9705755011438195,0.08431132997924513
4670,-36.88699758083316,4,2,5,5,4,6,4,6,0.9277852603447423,0.9251414682137908,0.9412807567032321,0.3675117739899011,0.9540731482378347,0.012204642570072116,0.3408716320737135,0.9724706395779703,0.08600663067074492
4671,-26.88010365467465,4,2,5,5,4,6,4,6,0.9264218774336295,0.9255418412266372,0.9393805474363853,0.35299087710295546,0.950833218608836,0.017790613149712746,0.2982994849029208,0.9687727643683095,0.08380550193402359
4672,-18.99919141112236,4,2,5,5,4,6,4,6,0.928953296586381,0.9254913089134811,0.9433191817572951,0.3527348182991136,0.9529605122175762,0.01911415002274088,0.28510630716993246,0.9727546847314207,0.08293211679672456
4673,-40.433463644033324,4,2,5,5,4,6,4,6,0.9311609571397466,0.9241438259868889,0.9372611697066597,0.36567845097918344,0.9545381639137347,0.013916838791339679,0.2797216967716617,0.9715966253092668,0.08624688655202475
4674,-28.389601958829058,4,2,5,5,4,6,4,6,0.9257257647515584,0.9293962703901626,0.9398530737313379,0.3688183330924631,0.9544537697504886,0.018085073613154642,0.29542141681649303,0.9700523611164859,0.08293096335884378
4675,-27.037320825379105,4,5,5,5,4,6,4,6,0.9264773642586858,0.9236879935907067,0.9416186898212697,0.38039880342790583,0.9520074465755755,0.015905992156131255,0.2943111590250423,0.9704429405097741,0.08578623693542495
4676,-33.56570518025732,4,2,5,5,4,6,4,6,0.9250213749983726,0.9277092356423945,0.9367480909243662,0.3792091665533742,0.9542102756495848,0.019453879624989855,0.273040460148784,0.9726989921617756,0.08249382947762723
4677,-3.7080168636315185,4,2,5,5,4,6,4,6,0.9281796969106454,0.9277907930127602,0.943335016044491,0.35608531193253934,0.9515501317486926,0.015700556688092452,0.2884555917973727,0.9716137049826715,0.08239225767263683
4678,-24.4440701760765,4,2,5,5,4,6,4,6,0.9264431807417863,0.9259087986564879,0.9391290166616886,0.3428108043769084,0.9556841344844639,0.015901903723244102,0.2722125235036935,0.9748610594831405,0.08595960960262702
4679,-117.02978464519097,4,2,5,6,4,6,4,6,0.925510706057482,0.9292929645901677,0.9416396535395025,0.34706574568004217,0.953247398092185,0.015065602425919677,0.2855766923357866,0.9760679943569927,0.0863283838836362
4680,-17.363600794874458,4,2,5,5,4,6,4,6,0.9260365013054153,0.9239774033835204,0.9355253140412183,0.3627072012002237,0.9550675237989993,0.0138475163993502,0.2975707369043542,0.9738606470996255,0.08714748699595004
4681,-39.85002131364895,4,2,5,5,4,6,4,6,0.9286264372044277,0.9254040454792014,0.9394928188617993,0.3662306540485928,0.9558843158573197,0.01622327938718703,0.26815707852707427,0.9715108700798493,0.08329480245822923
4682,-36.43520961435621,4,2,5,5,3,6,4,6,0.9257494374568737,0.928381623449703,0.9433912560372988,0.3703714239341674,0.9512458915924141,0.016098116449391183,0.2781679012570448,0.9685918235426719,0.08374968499080512
4683,-40.662257795529385,4,2,5,5,5,6,4,6,0.9335369231675991,0.9260453168327529,0.9378306727437775,0.3813750179477514,0.9531906402267196,0.014473902766426619,0.2833984822392001,0.9710272599357086,0.0822930168086938
4684,-23.299618224920028,4,2,5,5,4,6,4,6,0.9328080243261252,0.924734225118894,0.9409867016283605,0.3565346934610331,0.9546155603144973,0.012990250458982383,0.27929985752470843,0.9737423014111212,0.08471909969884464
4685,-14.665400481954084,4,2,5,5,4,6,4,6,0.9284066963704471,0.9276854220983225,0.9432160373287206,0.36113484840347365,0.9548380861211605,0.014104714888791128,0.2983678243252885,0.9745043053950406,0.0671525225379772
4686,-42.644604113258076,4,2,4,5,4,6,4,6,0.9275870140744821,0.9284033012918674,0.9389282015007695,0.35298270628909945,0.9532542218463049,0.015353872630986004,0.2808871719239574,0.9670830866731269,0.02025839085881562
4687,-24.514267136637866,4,2,5,5,4,6,4,6,0.9254540465488202,0.9298359757342566,0.9412007745657339,0.38045571841017034,0.9547204202807452,0.014803043208681577,0.290557482354406,0.9720533955733053,0.08650260970210903
4688,-15.915859397987967,4,2,5,5,4,6,4,6,0.9298568142072289,0.9248089303400512,0.9364420929094526,0.37483419266780266,0.9503028376179712,0.015069683359162391,0.2748980846189775,0.9742155682634257,0.08075395324643024
4689,-38.65304402568781,4,2,5,5,2,6,4,6,0.9255724227567348,0.9233858780932845,0.9435959872419754,0.34703798525506724,0.9514483189438738,0.016830496780740088,0.29919809422074006,0.9741740718446098,0.08515622199517305
4690,-34.81766634506382,4,2,5,5,4,6,4,6,0.9245395662601348,0.9262494998000413,0.9409445419024605,0.36566947353707907,0.955356499393,0.014793853451187718,0.294309514702185,0.9704785661830883,0.08704460860369381
4691,-123.66648863102054,4,2,5,4,4,6,4,6,0.9259735999450335,0.9280200968930269,0.9381326184884394,0.34369410154211855,0.9519405808667878,0.015290236456322933,0.30263462089936555,0.9700382874150899,0.08775288149399876
4692,-12.382239838848328,5,2,6,5,4,6,4,6,0.9248770158416413,0.9290309300543812,0.9436942281848641,0.358497016675931,0.9556240046512826,0.022722251579253873,0.3013038544951785,0.9699219639139782,0.08180317500149333
4693,-16.13856795349013,4,2,5,5,4,6,4,6,0.9247044258467001,0.9236979833074377,0.9353118790267303,0.368460260286788,0.9537962792873413,0.01325769996777494,0.27011102837880546,0.9721206578467775,0.08372660746695657
4694,-30.29914590951151,4,2,5,5,4,6,4,6,0.9270796839020761,0.9286304355621329,0.9403730420911852,0.34906726289124174,0.9530762090532918,0.016899091578782135,0.29556523176978877,0.973771159232615,0.0815911897904094
4695,-26.623825068914567,4,2,5,5,4,6,4,6,0.9298268265255848,0.9254775853655776,0.9421931048992658,0.37915300117501755,0.9554125464164366,0.014752853332186688,0.2897494991061452,0.9749711406956302,0.08453294821325466
4696,-40.93857490972765,4,2,5,5,4,6,4,6,0.9321931854047968,0.9228821849756794,0.9382815434376076,0.3727456491572614,0.9553542275670219,0.017919086100556234,0.2985617135679485,0.9755383497744587,0.08656258303444586
4697,-29.450054801530563,4,2,5,5,4,6,4,6,0.924772512317701,0.9219302896075238,0.9435404177640545,0.35528228796102557,0.9513884531946796,0.015395297065746856,0.2829523175119326,0.9697132567559228,0.08183563903920142
4698,-35.427034022327575,4,2,5,5,4,6,4,6,0.9251017031915935,0.9257627471435192,0.939603150304919,0.37818701242901775,0.9552557647762049,0.01964651898999701,0.28321359493934467,0.9696011285182763,0.08183834361769746
4699,-13.545812809250805,4,2,5,5,4,6,4,6,0.9276387191315256,0.9259944637156284,0.9370551273605932,0.33957118256275093,0.9496869738800638,0.014353555413801757,0.30538215610151964,0.9715532205830698,0.08393026878295066
4700,-30.211816945469195,4,2,5,5,4,6,4,6,0.9243374605311785,0.9238157363058165,0.9417734124754739,0.3554587822930584,0.9526282727138232,0.013903546620849923,0.28713758779418147,0.9792105170757033,0.08688662030139271
4701,-26.47011201916997,4,2,5,5,4,6,4,6,0.9263228702985427,0.922633726844321,0.9353055535046917,0.3618340316315367,0.9558399919230187,0.013383186040232713,0.2975116019913406,0.9665876832878773,0.08412153085600443
4702,-42.652830054726394,4,2,5,5,4,6,4,6,0.9296697549253199,0.9302630583947722,0.9391938741285677,0.34758380834759944,0.9557312098949646,0.015849244517840783,0.2798559054298742,0.9691098857248267,0.0874995872235209
4703,-49.04008810392453,4,6,3,5,4,6,4,6,0.9247413634267473,0.9275026163695206,0.9438472143145423,0.3694097603674957,0.9559327289208857,0.017361293250932587,0.27425906869528016,0.9704734400043502,0.08225631445683326
4704,-40.12711347191576,4,2,5,5,6,6,4,6,0.9282639810840055,0.9232110148105571,0.9411324536157507,0.3756545929862109,0.9500537822461947,0.014897060350077089,0.2911086564572585,0.9708619334736532,0.08673615597455124
4705,-35.82986910690896,4,2,5,5,4,6,4,6,0.9287028697078281,0.9293009766786828,0.9439607820429791,0.38224313239170915,0.9536276573141654,0.01860393561525277,0.26601950670204016,0.9747299962287789,0.08221291613600085
